"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Lou Fusz Evansville",5XYK6CDF9TG445018,2026,Kia,Sportage,X-Line,,E2670186,2026-05-17,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-x-line-awd-4d-sport-utility-5xyk6cdf9tg445018/
"Lou Fusz Evansville",5XYPLES11VG031705,2027,Kia,Telluride,"X-Line SX-Prestige",,E2782047,2026-05-17,https://www.fuszevansville.com/inventory/new-2027-kia-telluride-x-line-sx-prestige-awd-4d-sport-utility-5xyples11vg031705/
"Lou Fusz Evansville",JM3KMCHA4T0154749,2026,Mazda,CX-5,"2.5 S Preferred",,WM260325,2026-06-02,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha4t0154749/
"Lou Fusz Evansville",JM3KMEHA6T0154229,2026,Mazda,CX-5,"2.5 S Premium Plus",,WM260329,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-premium-plus-awd-sport-utility-jm3kmeha6t0154229/
"Lou Fusz Evansville",JM3KMEHAXT0154993,2026,Mazda,CX-5,"2.5 S Premium Plus",,WM260326,2026-06-02,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-premium-plus-awd-sport-utility-jm3kmehaxt0154993/
"Lou Fusz Evansville",5XYRHDJF7TG473113,2026,Kia,Sorento,"X-Line EX",,E2677119,2026-05-20,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-x-line-ex-awd-4d-sport-utility-5xyrhdjf7tg473113/
"Lou Fusz Evansville",5XYRKDJF4TG470154,2026,Kia,Sorento,"X-Line SX Prestige",,E2677115,2026-05-20,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-x-line-sx-prestige-awd-4d-sport-utility-5xyrkdjf4tg470154/
"Lou Fusz Evansville",7MMVABBL7TN602648,2026,Mazda,CX-50,"2.5 S Preferred",,WM260340L,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-2-5-s-preferred-awd-sport-utility-7mmvabbl7tn602648/
"Lou Fusz Evansville",7MMVABCY8TN604127,2026,Mazda,CX-50,"2.5 Turbo",,WM260342,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-2-5-turbo-awd-sport-utility-7mmvabcy8tn604127/
"Lou Fusz Evansville",5XYRLDJC5TG474927,2026,Kia,Sorento,S,,E2677121,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-awd-4d-sport-utility-5xyrldjc5tg474927/
"Lou Fusz Evansville",5XYK33DFXTG446512,2026,Kia,Sportage,EX,,E2670190,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-fwd-4d-sport-utility-5xyk33dfxtg446512/
"Lou Fusz Evansville",5XYK3CDF7TG446970,2026,Kia,Sportage,EX,,E2670192,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-awd-4d-sport-utility-5xyk3cdf7tg446970/
"Lou Fusz Evansville",5XYK33DF3TG448859,2026,Kia,Sportage,EX,,E2670193,2026-05-27,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-fwd-4d-sport-utility-5xyk33df3tg448859/
"Lou Fusz Evansville",5XYRL4JC5TG475267,2026,Kia,Sorento,S,,E2677123,2026-05-27,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc5tg475267/
"Lou Fusz Evansville",5XYRLDJCXTG472610,2026,Kia,Sorento,S,,E2677124,2026-05-27,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-awd-4d-sport-utility-5xyrldjcxtg472610/
"Lou Fusz Evansville",JM3KKEHC4T1396843,2026,Mazda,CX-90,"S Premium Plus",,WM260348,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-90-s-premium-plus-awd-sport-utility-jm3kkehc4t1396843/
"Lou Fusz Evansville",JM3KMCHA5T0150953,2026,Mazda,CX-5,"2.5 S Preferred",,WM260347,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha5t0150953/
"Lou Fusz Evansville",KNDNB5K30T6649092,2026,Kia,"Carnival MPV",LXS,,E2675092,2026-06-08,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-lxs-fwd-4d-passenger-van-kndnb5k30t6649092/
"Lou Fusz Evansville",KNDNB5K35T6648584,2026,Kia,"Carnival MPV",LXS,,E2675089,2026-06-04,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-lxs-fwd-4d-passenger-van-kndnb5k35t6648584/
"Lou Fusz Evansville",KNDNC5K34T6643406,2026,Kia,"Carnival MPV",EX,,E2675093,2026-06-08,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k34t6643406/
"Lou Fusz Evansville",KNAG64J72T5502321,2026,Kia,K5,"GT-Line AWD",,E2672128,2026-06-04,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j72t5502321/
"Lou Fusz Evansville",5XYRL4JC1TG476724,2026,Kia,Sorento,S,,E2677128,2026-05-29,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc1tg476724/
"Lou Fusz Evansville",5XYRL4JC3TG457088,2026,Kia,Sorento,S,,E2677126,2026-05-29,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc3tg457088/
"Lou Fusz Evansville",5XYRLDJC1TG472740,2026,Kia,Sorento,S,,E2677127,2026-05-29,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-awd-4d-sport-utility-5xyrldjc1tg472740/
"Lou Fusz Evansville",5XYPDES14VG034997,2027,Kia,Telluride,"X-Pro SX",,E2782054,2026-05-29,https://www.fuszevansville.com/inventory/new-2027-kia-telluride-x-pro-sx-awd-4d-sport-utility-5xypdes14vg034997/
"Lou Fusz Evansville",KNDNC5KAXT6184705,2026,Kia,"Carnival MPV Hybrid",EX,,E2678098,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-hybrid-ex-fwd-4d-passenger-van-kndnc5kaxt6184705/
"Lou Fusz Evansville",KNDNE5K36T6650321,2026,Kia,"Carnival MPV","SX Prestige",,E2675097,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-sx-prestige-fwd-4d-passenger-van-kndne5k36t6650321/
"Lou Fusz Evansville",KNDCP3LE5T5376895,2026,Kia,Niro,LX,,E2673009,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-niro-lx-fwd-4d-sport-utility-kndcp3le5t5376895/
"Lou Fusz Evansville",KNDNE5KA1T6182755,2026,Kia,"Carnival MPV Hybrid","SX Prestige",,E2678099,2026-06-15,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-hybrid-sx-prestige-fwd-4d-passenger-van-kndne5ka1t6182755/
