"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Terre Haute KIA",5XYRLDJCXTG487303,2026,Kia,Sorento,S,"At Dealership",P3851,2026-08-10,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sorento-s-awd-4dr-sport-utility-5xyrldjcxtg487303/
"Terre Haute KIA",5XYPLESA1VG043854,2027,Kia,"Telluride Hybrid","X-LINE SX PRESTIGE","At Dealership",P3852,2026-08-10,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-prestige-awd-5dr-sport-utility-5xyplesa1vg043854/
"Terre Haute KIA",3KPFW4DE7TE399409,2026,Kia,K4,GT-Line,"At Dealership",P3884,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-sedan-3kpfw4de7te399409/
"Terre Haute KIA",5XYPLES12VG046293,2027,Kia,Telluride,"X-Line SX Prestige","At Dealership",P3861,2026-08-14,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-x-line-sx-prestige-awd-5dr-sport-utility-5xyples12vg046293/
"Terre Haute KIA",5XYPLESA8VG045262,2027,Kia,"Telluride Hybrid","X-LINE SX PRESTIGE","At Dealership",P3864,2026-08-14,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-prestige-awd-5dr-sport-utility-5xyplesa8vg045262/
"Terre Haute KIA",5XYPLESA7VG046533,2027,Kia,"Telluride Hybrid","X-LINE SX PRESTIGE","At Dealership",P3871,2026-08-18,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-prestige-awd-5dr-sport-utility-5xyplesa7vg046533/
"Terre Haute KIA",5XYPCES18VG047447,2027,Kia,Telluride,EX,"At Dealership",P3866,2026-08-17,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-ex-awd-5dr-sport-utility-5xypces18vg047447/
"Terre Haute KIA",KNDEDCD36V5011000,2027,Kia,Seltos,"X-Line S","At Dealership",P3865,2026-08-17,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-seltos-x-line-s-awd-5dr-sport-utility-kndedcd36v5011000/
"Terre Haute KIA",5XYK33DF8VG471217,2027,Kia,Sportage,EX,"At Dealership",P3869,2026-08-18,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-ex-fwd-5dr-sport-utility-5xyk33df8vg471217/
"Terre Haute KIA",5XYK5CDF7VG469419,2027,Kia,Sportage,SX-Prestige,"At Dealership",P3868,2026-08-18,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-sx-prestige-awd-5dr-sport-utility-5xyk5cdf7vg469419/
"Terre Haute KIA",5XYK6CDF2VG472600,2027,Kia,Sportage,X-Line,"At Dealership",P3867,2026-08-18,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-x-line-awd-5dr-sport-utility-5xyk6cdf2vg472600/
"Terre Haute KIA",5XYK6CDFXVG472893,2027,Kia,Sportage,X-Line,"At Dealership",P3870,2026-08-18,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-x-line-awd-5dr-sport-utility-5xyk6cdfxvg472893/
"Terre Haute KIA",KNDEL3D31V7027306,2027,Kia,Seltos,S,"At Dealership",P3857,2026-08-13,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-seltos-s-fwd-5dr-sport-utility-kndel3d31v7027306/
"Terre Haute KIA",5XYK33DFXVG474829,2027,Kia,Sportage,EX,"At Dealership",P3877,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-ex-fwd-5dr-sport-utility-5xyk33dfxvg474829/
"Terre Haute KIA",7YAPCDDG4VY005806,2027,Kia,"Sportage Hybrid",EX,"At Dealership",P3875,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-hybrid-ex-awd-5dr-sport-utility-7yapcddg4vy005806/
"Terre Haute KIA",5XYK3CDF8VG475171,2027,Kia,Sportage,EX,"At Dealership",P3889,2026-08-21,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-sportage-ex-awd-5xyk3cdf8vg475171/
"Terre Haute KIA",5XYPD5SA5VG048360,2027,Kia,"Telluride Hybrid",SX,"At Dealership",P3876,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-sx-fwd-5dr-sport-utility-5xypd5sa5vg048360/
"Terre Haute KIA",5XYPDESA7VG048652,2027,Kia,"Telluride Hybrid","X-Line SX","At Dealership",P3887,2026-08-21,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-awd-4d-sport-utility-5xypdesa7vg048652/
"Terre Haute KIA",5XYPLESA6VG048385,2027,Kia,"Telluride Hybrid","X-Line SX Prestige","At Dealership",P3888,2026-08-21,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-prestige-awd-4d-sport-utility-5xyplesa6vg048385/
